reconciliation_owner_status,remittance_advice_remark_code,remittance_advice_remark_code_description,claim_adjustment_reason_code,claim_adjustment_reason_code_description,no_approved_resubmissions,list_approved_resubmissions,no_rejected_resubmissions,list_rejected_resubmissions,no_denied_resubmissions,list_denied_resubmissions,no_partially_denied_resubmissions,list_partially_denied_resubmissions,unworked_claims_count,unworked_claims_list
SITE_RESPONSIBILITY,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},0,{null},8,"{328667,329474,380996,396052,519439,519440,581900,581902}",0,{null},15,"{266626,379153,379606,380996,381009,396052,396059,412175,449703,484640,534430,534529,555480,574928,585735}"
ATHELAS_RESPONSIBILITY,N185,Alert: Do not resubmit this claim/service.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,50,"{162574,165086,165093,165095,165096,165097,165110,165111,165116,173286,173287,173292,173294,173381,173402,173404,173634,173656,173748,173754,173755,201614,201617,201629,201631,201634,203820,273005,273006,273010,273013,273014,273015,273016,273017,273018,273020,275856,301957,301958,301973,301974,301975,301976,301986,316237,576172,576211,576212,576215}",7,"{162599,174281,201602,273011,301109,451575,507932,null}",27,"{159227,162576,166656,173410,188491,196028,208910,214835,242230,250790,250792,250795,250801,250802,250803,250804,273009,273012,273019,275861,344358,344359,344360,451419,471519,471520,552292,null}",7,"{165092,273007,273008,275858,275860,576209,576216,null}",3,"{132186,600193,600257}"
NON_WORKABLE,N185,Alert: Do not resubmit this claim/service.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,3,"{173405,173407,173411,null}",0,{null},4,"{159251,159254,173652,173662}",1,"{273021,null}",0,""
SITE_RESPONSIBILITY,N185,Alert: Do not resubmit this claim/service.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,1,"{273204,null}",3,"{173622,202259,214764}",2,"{159256,344357,null}",1,"{275859,null}",0,""
ATHELAS_RESPONSIBILITY,N193,Alert: Specific federal/state/local program may cover this service through another payer.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,47,"{31612,231209,232576,232577,232578,232579,232580,232581,232582,232583,232584,234115,234154,234157,234159,234163,256241,256242,266071,266072,268301,314078,314080,314085,324775,324824,331711,358962,360364,360365,424984,424985,424987,424994,424995,519423,519426,562867,562868,565054,565849,567100,567106,569633,569641,589228,589264,null}",62,"{35033,35049,35189,144695,234130,234131,234153,234165,234166,234167,234168,234169,234170,235767,235780,235800,235806,235808,235809,235811,235812,235813,235816,235818,250751,254712,255163,313617,324760,324761,324763,324769,419386,437467,438841,440027,461929,479991,481811,516363,520612,548661,549052,549141,549409,555651,562958,621465,621467,628321,628324,628325,628326,628330,628342,628343,628531,631357,631359,631360,631363,631367,null}",39,"{41306,45074,45080,45082,45083,45085,45086,45087,45089,87986,124704,144653,145582,145638,242231,296808,296853,309397,309402,325927,325928,331525,372380,372381,372394,391686,401385,402778,437584,461917,464309,501677,536932,554534,555646,559024,559080,602456,610893,null}",6,"{42199,82465,424989,424993,562865,562866,null}",7,"{296808,567876,582182,611468,619456,624396,645127}"
NON_WORKABLE,N193,Alert: Specific federal/state/local program may cover this service through another payer.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,1,"{232575,null}",3,"{234161,393784,393785,null}",6,"{41303,144642,155694,242235,360035,481637,null}",1,"{42138,null}",8,"{13508,13613,48173,128154,288794,289054,342435,344562}"
SITE_RESPONSIBILITY,N193,Alert: Specific federal/state/local program may cover this service through another payer.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,2,"{102807,324774,null}",20,"{131504,144660,153158,159446,234133,234150,234155,255162,255172,320636,320637,324770,359499,461901,461928,480494,590703,603098,603100,603101,null}",26,"{45088,110465,118267,118268,118269,138883,143038,144726,151247,152617,159371,161663,213289,224916,234669,325985,372389,381715,402774,469631,501719,559704,567191,589333,602454,602458,null}",2,"{102807,493413,null}",13,"{14147,31329,45088,80867,127908,143038,144726,234669,234680,381715,545285,589333,629333}"
ATHELAS_RESPONSIBILITY,N197,The subscriber must update insurance information directly with payer.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,"",0,"",0,"",0,"",1,{359783}
ATHELAS_RESPONSIBILITY,N20,Service not payable with other service rendered on the same date.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,1,{259825},0,{null},0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,N211,Alert: You may not appeal this decision.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,12,"{200891,234020,234066,234081,234148,234149,234151,318260,318261,381111,469620,469634,null}",15,"{92012,92337,92506,92589,140854,140878,140881,140885,234132,234135,234136,234156,234162,234631,234632,null}",16,"{56538,77676,92336,92592,100522,140884,145646,145656,145657,145658,145659,301115,301117,535599,566239,586926,null}",2,"{373424,566240,null}",6,"{34875,71133,75161,77676,239902,523817}"
NON_WORKABLE,N211,Alert: You may not appeal this decision.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},1,"{92599,null}",2,"{94668,95900}",0,{null},0,""
SITE_RESPONSIBILITY,N211,Alert: You may not appeal this decision.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},2,"{535605,615422}",0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,N216,We do not offer coverage for this type of service or the patient is not enrolled in this portion of our benefit package.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},0,{null},30,"{501660,501661,501663,501665,501666,501669,501688,501692,501701,501703,501705,501708,501710,501715,501717,501724,501732,602562,602563,602576,602577,602591,602593,602595,602597,602602,602615,602633,602634,602637}",0,{null},1,{161377}
ATHELAS_RESPONSIBILITY,N220,Alert: See the payer's web site or contact the payer's Customer Service department to obtain forms and instructions for filing a provider dispute.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,34,"{325920,328663,328664,328665,328666,328668,328669,328670,333335,333338,333341,333427,340030,340031,340032,340033,340034,340035,340036,340037,340038,372413,372414,440553,440555,440557,440559,440560,440561,440566,440573,441037,451570,566066}",3,"{497317,516186,629292,null}",22,"{246564,266897,266903,266904,266905,266907,266909,266910,266912,266913,266915,266916,266917,266919,278627,300462,300464,333644,333650,372416,529182,611138,null}",0,{null},8,"{54417,56178,68962,68990,71522,71524,584527,628263}"
NON_WORKABLE,N220,Alert: See the payer's web site or contact the payer's Customer Service department to obtain forms and instructions for filing a provider dispute.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},1,{268118},0,{null},0,{null},9,"{19063,20221,32003,32007,33602,33603,37537,39724,219712}"
SITE_RESPONSIBILITY,N220,Alert: See the payer's web site or contact the payer's Customer Service department to obtain forms and instructions for filing a provider dispute.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},0,{null},6,"{328667,329474,519439,519440,581900,581902}",0,{null},7,"{266626,412175,449703,534430,534529,555480,574928}"
ATHELAS_RESPONSIBILITY,N245,Incomplete/invalid plan information for other insurance.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,"",0,"",0,"",0,"",7,"{592306,592329,592418,592447,592768,593288,595437}"
ATHELAS_RESPONSIBILITY,N36,Claim must meet primary payer's processing requirements before we can consider payment.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},2,"{176927,183243,null}",5,"{140293,168417,168418,560557,561626}",0,{null},0,""
SITE_RESPONSIBILITY,N36,Claim must meet primary payer's processing requirements before we can consider payment.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},0,{null},1,{560570},0,{null},0,""
NON_WORKABLE,N377,Payment based on a processed replacement claim.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,"",0,"",0,"",0,"",1,{245521}
ATHELAS_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,7,"{254950,254952,256889,328047,380995,380999,395835,null}",2,"{250716,403403,null}",15,"{118439,127133,141973,141999,142000,142015,153207,154905,160039,212643,395836,563534,589366,605566,609491}",0,{null},1,{395836}
NON_WORKABLE,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},2,"{142008,153179,null}",8,"{127141,145765,160049,171053,175908,188163,396054,484398}",1,"{249832,null}",2,"{166454,171053}"
SITE_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,"",0,"",0,"",0,"",5,"{221147,379232,465708,488388,603388}"
ATHELAS_RESPONSIBILITY,N4,Missing/Incomplete/Invalid prior Insurance Carrier(s) EOB.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,11,"{333324,333336,333352,333393,333394,333395,333396,333398,333408,333410,333411}",3,"{233399,233401,233403,null}",0,{null},0,{null},0,""
NON_WORKABLE,N4,Missing/Incomplete/Invalid prior Insurance Carrier(s) EOB.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,{null},2,"{228033,229343}",0,{null},0,{null},0,""
SITE_RESPONSIBILITY,N4,Missing/Incomplete/Invalid prior Insurance Carrier(s) EOB.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,0,"",0,"",0,"",0,"",1,{128259}
ATHELAS_RESPONSIBILITY,N418,Misrouted claim. See the payer's claim submission instructions.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,75,"{17172,18967,44646,44767,49778,49779,49780,49782,49783,49784,49785,49786,53088,59074,72007,72008,91389,129111,132871,143013,154478,155713,156988,158830,159248,162577,162578,165101,165106,165112,165114,165115,165116,165118,165119,173613,173648,173765,178210,190423,190463,203826,203828,203833,203835,203840,223296,229354,229365,229397,233398,233422,233425,254950,254952,256889,273026,273029,273030,275851,301963,301978,301985,322063,328047,328401,380995,380999,395835,472680,536893,536909,545999,548461,576212,null}",26,"{41350,42981,47207,72009,83645,129118,143027,147035,229410,233346,246650,250716,331134,337169,343225,403403,464255,511517,515299,536768,548940,565056,575905,612025,619370,622513,null}",74,"{18968,31830,33339,39374,39375,42976,42982,49607,49608,49609,49610,49611,49613,49614,49615,51772,53219,59681,71999,72000,72002,84083,84144,84148,84169,89196,89472,89475,90205,93293,106477,108116,108367,109027,110800,110804,118439,127133,141905,141973,141999,142000,142015,144701,144747,144749,153207,154905,156705,156902,160039,188491,188516,188517,194498,194499,194504,202574,212643,250798,250800,273609,273610,322100,344599,344600,395836,471521,563534,589366,602948,602949,605566,609491,null}",30,"{30586,69225,72003,72006,72010,72012,83558,83631,84082,84136,84140,84142,84145,84146,84147,84149,84150,84151,84152,89927,129117,129120,129121,136000,156990,158907,173760,268012,475584,589237,null}",28,"{12767,12809,17066,18470,18866,20505,20757,20761,72691,72692,84075,124963,267670,380965,390869,395836,509200,509216,509219,509226,509227,509229,576168,601105,610088,610742,618493,629777}"
NON_WORKABLE,N418,Misrouted claim. See the payer's claim submission instructions.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,23,"{110805,110806,132362,132386,135827,136007,136014,136018,140888,140890,140895,142149,142923,143029,159246,162573,165099,173607,173611,173650,268178,310489,491222,null}",10,"{71996,142008,153179,168994,168995,254948,274738,331120,394916,548457,null}",57,"{71992,71993,71995,72001,72004,72005,72011,85242,108490,110794,110795,110798,127141,127668,140889,140891,140892,140893,140894,142158,142231,142303,144675,144683,145765,154328,160049,162665,171014,171053,175908,178173,180994,181014,181016,183526,185580,188163,194501,231514,245747,250791,250799,264523,264532,272983,287973,288838,301981,301982,310484,310489,310493,396054,484009,484398,534589,null}",19,"{71991,71994,71997,71998,83560,84137,84138,84139,84141,84143,87319,89473,89474,90206,129119,129122,249832,273028,451433,null}",14,"{41335,166454,171053,178173,245271,245358,245521,245747,256362,314058,314059,314066,425887,534589}"
SITE_RESPONSIBILITY,N418,Misrouted claim. See the payer's claim submission instructions.,109,Claim/service not covered by this payer/contractor. You must send the claim/service to the correct payer/contractor.,1,"{402765,null}",7,"{160057,161667,164617,175899,188811,190506,193209,null}",8,"{34572,41341,84081,89199,143024,146107,208682,268259,null}",1,"{45634,null}",18,"{89199,90674,139619,153801,247658,257103,257145,277989,328264,339194,359791,410007,472883,491541,578685,585940,599018,623183}"
